web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622320502-5537","https://www.bi.go.id/bisaid","Usaha Mie Ayam","https://www.bi.go.id/bisaid/bisaid/Detail?pm=fo46LDfM6x2QAm1abB1ffQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Usaha Mie Ayam","Usaha Utama  : Mie Ayam","Produk Utama : Mie Ayam","Laode Hadi By Pass Depan Swiss Hotel RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KOTA KENDARI Provinsi SULAWESI TENGGARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 2,40 Juta","Rp. 180,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622320662-5586","https://www.bi.go.id/bisaid","Kantin Rezeki","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NPLiY2Z6R12TyjY2JPUFUQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kantin Rezeki","Usaha Utama  : Dagang Makanan dan Minuman","Produk Utama : Makanan siap saji","Sudirman RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   95,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   5,00 %","Sedang","Rp. 61,00 Juta","Rp. 51,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","4"
"1622320236-5480","https://www.bi.go.id/bisaid","Kue Basah Hismayani","https://www.bi.go.id/bisaid/bisaid/Detail?pm=qeOeVWmAdQ7qIRpv3Gjk9w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Kue Basah Hismayani","Usaha Utama  : Kue Basah","Produk Utama : Kue Basah","Abdul Rahman RT/RW  1/6/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 50,00 Juta","5"
"1622320653-5583","https://www.bi.go.id/bisaid","Mie Ayam Yamin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=oQ36e6i2appwyos9mAc2kQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Mie Ayam Yamin","Usaha Utama  : Dagang mie ayam bakso","Produk Utama : Mie Ayam Bakso","Ahmad Yani RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 15,50 Juta","Rp. 105,60 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 5,00 Juta","4"
"1622320714-5600","https://www.bi.go.id/bisaid","Tahu Baxo","https://www.bi.go.id/bisaid/bisaid/Detail?pm=qpMr8u5FCos0JxOzz2YRYQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Tahu Baxo","Usaha Utama  : Warung Makanan","Produk Utama : Tahu Bakso","Sumber Rejo III No.5 RT/RW  38/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 32,00 Juta","Rp. 324,00 Juta","100 %/Tahun","Rp. 6,00 Juta","Rp. 8,00 Juta","5"
"1622320143-5449","https://www.bi.go.id/bisaid","Kos-Kosan H. Andi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=lEfXbtXco46hZTVxUJbUjw==&mp=5JdvraNzQnzSzI+hC9alEQ==","Kos-Kosan H. Andi","Usaha Utama  : Kos-Kosan","Produk Utama : Kamar","Kh. Agus Salim No. 92 RT/RW  30/ 

                                        Kelurahan KLANDASAN ULU Kecamatan BALIKPAPAN KOTA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Tinggi","Rp. 333,60 Juta","Rp. 300,00 Juta","- %/Tahun","Rp. 7,00 Juta","Rp. 200,00 Juta","8"
"1622320233-5479","https://www.bi.go.id/bisaid","Sate Tegal H Ridwan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zHLPItGK0oMRo29L0P7vaA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Sate Tegal H Ridwan","Usaha Utama  : Dagang sate Tegal","Produk Utama : Sate Kambing & Ayam","Otista Raya  RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","10","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 50,00 Juta","Rp. 130,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 200,00 Juta","5"
"1622320333-5512","https://www.bi.go.id/bisaid","Dagang Nasi Goreng","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5KEC7eyHwgsJZaJyV2zoZA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Dagang Nasi Goreng","Usaha Utama  : Nasi Goreng","Produk Utama : Nasi Dan Mie Goreng","Metro Kencana V RT/RW  5/15/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA SELATAN Provinsi DKI JAKARTA 

                                        Telp : 8174850113 Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 21,50 Juta","Rp. 102,00 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 5,00 Juta","5"
"1622320870-5631","https://www.bi.go.id/bisaid","Kerak Telor Pak Budi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ZeOfyw1JjZQsxD6JYFZoKA==&mp=fOhzApotY5QnAtxxXvjAfA==","Kerak Telor Pak Budi","Usaha Utama  : Kerak Telor","Produk Utama : Kerak Telor","Pasar Snaken RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 98,00 Juta","Rp. 720,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","2"
"1622320520-5543","https://www.bi.go.id/bisaid","RM Dan Steam IO Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=paPSTMj24mWWXCHM+ovBTQ==&mp=fOhzApotY5QnAtxxXvjAfA==","RM Dan Steam IO Jaya","Usaha Utama  : Rumah Makan","Produk Utama : Makanan Dan Minuman","Hajimena RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 81379460918 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 35,00 Juta","Rp. 64,40 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 120,00 Juta","6"
"1622320102-5436","https://www.bi.go.id/bisaid","Warung Sekar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rTsHc1mu7jqCIbPBqHfehw==&mp=5JdvraNzQnzSzI+hC9alEQ==","Warung Sekar","Usaha Utama  : Warung Makan","Produk Utama : Nasi Ayam","Gunung Satu No. 12 RT/RW  07/ 

                                        Kelurahan BARU ILIR Kecamatan BALIKPAPAN BARAT Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 198,00 Juta","Rp. 144,00 Juta","- %/Tahun","Rp. 4,40 Juta","Rp. 14,00 Juta","2"
"1622320170-5458","https://www.bi.go.id/bisaid","Warung Sa-Tex","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MFpId78pYLLC+DVms7ioZg==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Warung Sa-Tex","Usaha Utama  : Warung Makan","Produk Utama : Nasi Campur","Km 5 RT/RW  12/ 

                                        Kelurahan LONG KALI Kecamatan LONG KALI Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Sedang","Rp. 35,00 Juta","Rp. 12,15 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 15,00 Juta","4"
"1622320324-5509","https://www.bi.go.id/bisaid","RM Minahasa Manado","https://www.bi.go.id/bisaid/bisaid/Detail?pm=kBspIIZQ25xKVXsS1yrXvQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","RM Minahasa Manado","Usaha Utama  : Rumah Makan Manado","Produk Utama : Masakan Khusus Manado & Kue Manado","Inspeksi Saluran No 6A Kalimalang RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   80,00 %","Sedang","Rp. 73,00 Juta","Rp. 52,50 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 48,00 Juta","5"
"1622321001-5674","https://www.bi.go.id/bisaid","Pempek Ummu Zafirah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=WqkWF4V3qaVK/6Ge8blEsg==&mp=fOhzApotY5QnAtxxXvjAfA==","Pempek Ummu Zafirah","Usaha Utama  : Rumah Makan","Produk Utama : Empek-empek","Gn. Rejo No.51 RT/RW  12/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 6,00 Juta","Rp. 38,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 2,00 Juta","3"
"1622320156-5453","https://www.bi.go.id/bisaid","Prasojo 2","https://www.bi.go.id/bisaid/bisaid/Detail?pm=WddQQ9iDR85BCrbWZ/QsNQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Prasojo 2","Usaha Utama  : Ayam Bakar & Ikan Bakar","Produk Utama : Ayam Bakar & Ikan Bakar","Senaken RT/RW  1/3/2020 

                                        Kelurahan TANAH GROGOT Kecamatan TANAH GROGOT Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 17,00 Juta","Rp. 48,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 16,00 Juta","6"
"1622320892-5638","https://www.bi.go.id/bisaid","RM Mbak Pur","https://www.bi.go.id/bisaid/bisaid/Detail?pm=EA96M5koHuuoXWYmu7TyLg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","RM Mbak Pur","Usaha Utama  : Makanan","Produk Utama : Makanan","Ahmad Yani No 128 RT/RW  34/16 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 152,00 Juta","Rp. 28,50 Juta","20 %/Tahun","Rp. 5,00 Juta","Rp. 145,00 Juta","6"
"1622320800-5618","https://www.bi.go.id/bisaid","Martabak Telur Dan Terang Bulan Umi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/GLHZIEz3EPkE+leMzr0Xw==&mp=fOhzApotY5QnAtxxXvjAfA==","Martabak Telur Dan Terang Bulan Umi","Usaha Utama  : Martabak Dan Terang Bulan","Produk Utama : Martabak Dan Terang Bulan","Modang RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 6,70 Juta","Rp. 360,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","3"
"1622320963-5661","https://www.bi.go.id/bisaid","Florida Pancake","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ZaqKCTPajmRZjRZ5FvU7EQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Florida Pancake","Usaha Utama  : Camilan","Produk Utama : Pancake","D I Pandjaitan RT/RW  6/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 19,00 Juta","Rp. 24,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 100,00 Juta","5"
"1622320957-5659","https://www.bi.go.id/bisaid","Rawon Ayam","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rxDS7snlFqDyhROeIqeOdA==&mp=fOhzApotY5QnAtxxXvjAfA==","Rawon Ayam","Usaha Utama  : Warung Makan","Produk Utama : Rawon Dan Soto","A Yani RT/RW  -/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 17,50 Juta","Rp. 360,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 15,00 Juta","4"
"1622320987-5669","https://www.bi.go.id/bisaid","Toko Trisna Dewi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=I0k+AOaWUnpPFoKEt1NF+w==&mp=fOhzApotY5QnAtxxXvjAfA==","Toko Trisna Dewi","Usaha Utama  : Warung","Produk Utama : Rokok & Camilan","Inpres 3 No.56 RT/RW  22/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 10,50 Juta","Rp. 79,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 14,00 Juta","5"
"1622320287-5496","https://www.bi.go.id/bisaid","Rumah Makan Ranah Minang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=uL7HNRynDFJRk+x/T0IUew==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Rumah Makan Ranah Minang","Usaha Utama  : Rumah Makan","Produk Utama : Ayam","Ceger Raya no.16 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 18,40 Juta","Rp. 378,00 Juta","10 %/Tahun","Rp. 9,00 Juta","Rp. 10,00 Juta","4"
"1622320049-5419","https://www.bi.go.id/bisaid","Warung Soto Sederhana","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7sQY7zbiOXZE42RZo6Syog==&mp=xI6rAeQkygTAn3Z625IGLg==","Warung Soto Sederhana","Usaha Utama  : Warung Soto Ayam","Produk Utama : Soto Ayam","Sucipto S Miharjo No 02 RT/RW  09/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAMBI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 13,00 Juta","Rp. 54,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 100,00 Juta","4"
"1622320321-5508","https://www.bi.go.id/bisaid","Restoran & Seafood 99","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GF5yUn1YWM1EtT/TNMW71w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Restoran & Seafood 99","Usaha Utama  : Rumah Makan bakmi 99","Produk Utama : Chinese Food & Seafood","Inpeksi Saluran No 13 C Kalimalang RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 35,00 Juta","Rp. 35,25 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","10"
"1622320128-5444","https://www.bi.go.id/bisaid","Warung Barhan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=lV0iFSl/zXJZgByfeOzG4A==&mp=5JdvraNzQnzSzI+hC9alEQ==","Warung Barhan","Usaha Utama  : Kuliner","Produk Utama : Ikan Panggang,Mpek-Mpek, Tekwan, Dll","K.A Hasan, Dusun Tanjung Belantu RT/RW  4/3/2020 

                                        Kelurahan TANJUNG KELUMPANG Kecamatan SIMPANG PESAK Kabupaten KABUPATEN BELITUNG TIMUR Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 206,50 Juta","Rp. 48,90 Juta","- %/Tahun","Rp. 4,50 Juta","Rp. 3.000,00 Juta","4"
"1622320221-5475","https://www.bi.go.id/bisaid","Cafe Takana Juo","https://www.bi.go.id/bisaid/bisaid/Detail?pm=0viLjYiZODAhwJIF1CUDtA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Cafe Takana Juo","Usaha Utama  : Rumah Makan Mie Goreng","Produk Utama : Soto, Nasi goreng,Mie Goreng","Sumatra ( Kampus UBH ) RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PADANG Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Tinggi","Rp. 58,50 Juta","Rp. 252,00 Juta","10 %/Tahun","Rp. 4,50 Juta","Rp. 8,00 Juta","5"
"1622320055-5421","https://www.bi.go.id/bisaid","Warung Nasi Gemuk Aina","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ujG67U7fMlqzxi3fCcnKyQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Warung Nasi Gemuk Aina","Usaha Utama  : Warung Nasi Gemuk","Produk Utama : Nasi Gemuk","Mayjend Sutoyo No 40 RT/RW  09/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAMBI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 1,60 Juta","Rp. 90,72 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","2"
"1622320239-5481","https://www.bi.go.id/bisaid","Warung Bu Kadir","https://www.bi.go.id/bisaid/bisaid/Detail?pm=a79/gBpyKakgVgPhHPBiOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Bu Kadir","Usaha Utama  : Rumah Makan","Produk Utama : Makanan dan Minuman","Gunung Batur Pasar Pemedilan Blok 5 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DENPASAR Provinsi BALI 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 15,63 Juta","Rp. 99,70 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622320134-5446","https://www.bi.go.id/bisaid","Nais Kuning Mama Lusi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=tpZigzFy1T126FIKDKui8w==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Nais Kuning Mama Lusi","Usaha Utama  : Nasi Kuning","Produk Utama : Nasi","Mulawarman RT/RW  28/ 

                                        Kelurahan MANGGAR Kecamatan BALIKPAPAN TIMUR Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 23,30 Juta","Rp. 39,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 15,00 Juta","4"
"1622321017-5679","https://www.bi.go.id/bisaid","Warung Manisan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=t45kop5LZsE2Z/Ms2Dgfug==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Manisan","Usaha Utama  : Jual Makanan","Produk Utama : Makanan","Lintas Liwa Simpang Luas RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG BARAT Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 27,00 Juta","Rp. 48,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 108,00 Juta","4"
"1622320518-5542","https://www.bi.go.id/bisaid","Warung Makan Ratini","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GFFMXPUMtT9vBwrUK5UEwQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Makan Ratini","Usaha Utama  : Warung Makan","Produk Utama : Makanan Kecil, Indomie, Minuman, Dll","Kebon Jeruk Barat RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : 021-8517376 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 166,50 Juta","Rp. 76,80 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 160,00 Juta","6"
"1622320295-5499","https://www.bi.go.id/bisaid","Warung Nasi Uswardi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=cnH7j3o0na71Q02CUaqXpw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Nasi Uswardi","Usaha Utama  : Rumah Makan Sederhana","Produk Utama : Makanan","Pinggir Pantai  RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PADANG PARIAMAN Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 57,00 Juta","Rp. 144,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 7,00 Juta","4"
