web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622316028-4630","https://www.bi.go.id/bisaid","-","https://www.bi.go.id/bisaid/bisaid/Detail?pm=DilJDm1G2tRj0/km0iNPhw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","-","Usaha Utama  : Pembuatan Tahu Kedelai","Produk Utama : Tahu Kedelai","Krajan RT/RW  40725 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","13","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Sedang","Rp. 450,00 Juta","Rp. 9,50 Juta","15 %/Tahun","Rp. 5,00 Juta","Rp. 190,00 Juta","5"
"1622316055-4639","https://www.bi.go.id/bisaid","Yakobus Family Cakoling","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Iie0cDd1L9y9sPbWDav5pA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Yakobus Family Cakoling","Usaha Utama  : Pengolahan Angklung, Kolintang, Calung","Produk Utama : Angklung, Kolintang, Calung","Wonorejo RT/RW  40634 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","11","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 28,62 Juta","Rp. 0,00 Juta","75 %/Tahun","Rp. 0,00 Juta","Rp. 4,00 Juta","5"
"1622314704-4216","https://www.bi.go.id/bisaid","Wanda Collection","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zJjQQARm5Qvs32la1rtXFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Wanda Collection","Usaha Utama  : Pembuatan Dompet dan Gantungan Kunci","Produk Utama : Dompet dan Gantungan Kunci","Patangpuluhan WB 3/378 RT/RW  18/03 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Tinggi","Rp. 24,55 Juta","Rp. 30,60 Juta","50 %/Tahun","Rp. 3,00 Juta","Rp. 0,00 Juta","5"
"1622316037-4633","https://www.bi.go.id/bisaid","Jamu Gendong","https://www.bi.go.id/bisaid/bisaid/Detail?pm=lvKcRNnZ7APXWRYjblfaDg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Jamu Gendong","Usaha Utama  : Pembuatan Jamu Gendong","Produk Utama : Jamu Gendong","Merak Mati, Ungaran RT/RW  40666 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 40,00 Juta","Rp. 1,00 Juta","45 %/Tahun","Rp. 5,00 Juta","Rp. 9,00 Juta","6"
"1622317204-5001","https://www.bi.go.id/bisaid","Usaha Tempe Resky","https://www.bi.go.id/bisaid/bisaid/Detail?pm=CKtPojPS0XkSkhoqd1PDBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Usaha Tempe Resky","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Inspeksi Kanal Swadaya RT/RW  40578 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Sedang","Rp. 82,80 Juta","Rp. 403,50 Juta","15 %/Tahun","Rp. 0,00 Juta","Rp. 21,00 Juta","6"
"1622314784-4244","https://www.bi.go.id/bisaid","KENDIS HOME INDUSTRI","https://www.bi.go.id/bisaid/bisaid/Detail?pm=druYCgHep/imt9BJiuF6Bg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","KENDIS HOME INDUSTRI","Usaha Utama  : INDUTRI KUE","Produk Utama : BIJI-BIJI KEJU","GIRIAN WERU DUA RT/RW  3/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BITUNG Provinsi SULAWESI UTARA 

                                        Telp : 85256840619 Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 2,00 Juta","Rp. 74,40 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 5,00 Juta","1"
"1622314390-4112","https://www.bi.go.id/bisaid","Tempe Kasim","https://www.bi.go.id/bisaid/bisaid/Detail?pm=OP4YuUes/RbnqrGQRGi7yA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Tempe Kasim","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Karya Bakti RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BUNGO Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 17,00 Juta","Rp. 144,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 12,00 Juta","5"
"1622316263-4706","https://www.bi.go.id/bisaid","Carolina Food","https://www.bi.go.id/bisaid/bisaid/Detail?pm=drHGmHt0JiG7vQX5fLAmvA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Carolina Food","Usaha Utama  : Pembuatan Eag Rool","Produk Utama : Eag Rool","Ngalian Permai Blok C 7 RT/RW  40581 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","8","Retail dan Distributor","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   75,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   25,00 %","Sedang","Rp. 154,90 Juta","Rp. 60,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 134,00 Juta","6"
"1622315910-4593","https://www.bi.go.id/bisaid","Kadek Darma","https://www.bi.go.id/bisaid/bisaid/Detail?pm=C9US0WBCDq93LK2NhSLSCQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kadek Darma","Usaha Utama  : Pembuatan Barang Kerajinan","Produk Utama : Ukiran Kayu","Raya Batubulan No.26 Br. Kalah RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GIANYAR Provinsi BALI 

                                        Telp : - Fax : -","Perorangan","30","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   75,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   25,00 %","Sedang","Rp. 75,25 Juta","Rp. 340,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","5"
"1622315682-4521","https://www.bi.go.id/bisaid","Warung Ngurah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=LhtIWRCSgw+WNqVXKNgikA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Ngurah","Usaha Utama  : Pembuatan Sarung Pantai","Produk Utama : Sarung Pantai","Raya Pemogan, Pasar Windhu Boga RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DENPASAR Provinsi BALI 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 24,70 Juta","Rp. 83,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 13,00 Juta","7"
"1622317243-5013","https://www.bi.go.id/bisaid","Bengkel Las Hasan Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=fX/T4fXcBwNCzUA/Bjr82A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Bengkel Las Hasan Jaya","Usaha Utama  : Pembuatan Pagar dan Teralis","Produk Utama : Pagar dan Teralis","Kacong Dg Llang 157 C RT/RW  40578 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","6","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 63,00 Juta","Rp. 68,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","3"
"1622314606-4182","https://www.bi.go.id/bisaid","Abon Kepiting Shifodjin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=29lHaUadHumFWvQdiPBgqA==&mp=xI6rAeQkygTAn3Z625IGLg==","Abon Kepiting Shifodjin","Usaha Utama  : Abon Kepiting","Produk Utama : Abon Kepiting","Banjar Gang Kompas Rt 14 No 29 RT/RW  14/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","8","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 27,15 Juta","Rp. 72,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 14,00 Juta","3"
"1622316902-4909","https://www.bi.go.id/bisaid","Ramina","https://www.bi.go.id/bisaid/bisaid/Detail?pm=p/poiTQKiTzFq0uEa0b/WA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Ramina","Usaha Utama  : Pembutan Kue Bingka","Produk Utama : Kue Bingka","Kuin Utara RT/RW  40727 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 7,20 Juta","Rp. 78,00 Juta","20 %/Tahun","Rp. 1,00 Juta","Rp. 10,00 Juta","4"
"1622314892-4279","https://www.bi.go.id/bisaid","Hasta Karya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NSQrKDlAKASel/KOBpT8Rg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Hasta Karya","Usaha Utama  : Pembuatan Bathroom Furniture","Produk Utama : Bathroom Furniture","Mangkuyudan No 48 RT/RW  50/13 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","CV","115","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 214,39 Juta","Rp. 2.628,00 Juta","40 %/Tahun","Rp. 0,00 Juta","Rp. 420,00 Juta","15"
"1622314685-4210","https://www.bi.go.id/bisaid","Ujang Juhria","https://www.bi.go.id/bisaid/bisaid/Detail?pm=3gtWd2jWk/FzBrifbNSxLA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622315030-4325","https://www.bi.go.id/bisaid","Ibu Sawiyah Tape Singkong","https://www.bi.go.id/bisaid/bisaid/Detail?pm=xtJQVlB5xTR9DxW1jw97dA==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Ibu Sawiyah Tape Singkong","Usaha Utama  : Tape Singkong","Produk Utama : Tape Singkong","Kp. Kekupu RT/RW  40607 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DEPOK Provinsi JAWA BARAT 

                                        Telp : 85691546090 Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 54,90 Juta","Rp. 240,00 Juta","25 %/Tahun","Rp. 3,75 Juta","Rp. 58,00 Juta","4"
"1622316073-4645","https://www.bi.go.id/bisaid","Industri Kerupuk Tentrem","https://www.bi.go.id/bisaid/bisaid/Detail?pm=WCuGLVVTNNUmHSg/tG4Xwg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Industri Kerupuk Tentrem","Usaha Utama  : Pembuatan Kerupuk","Produk Utama : Kerupuk","Kemanggisan Utama Raya RT/RW  16/08 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA BARAT Provinsi DKI JAKARTA 

                                        Telp : 021-5356263 Fax : -","Perorangan","10","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 53,00 Juta","Rp. 480,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 5,00 Juta","5"
"1622314405-4117","https://www.bi.go.id/bisaid","Batu Bata Suntik","https://www.bi.go.id/bisaid/bisaid/Detail?pm=0XcuDtrJUx6ilov+iJsUlA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Batu Bata Suntik","Usaha Utama  : Batu Bata","Produk Utama : Batu Bata","Cengkeh RT/RW  20/06 

                                        Kelurahan - Kecamatan RIMBO TENGAH Kabupaten KABUPATEN BUNGO Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 225,00 Juta","Rp. 348,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 213,00 Juta","5"
"1622315760-4546","https://www.bi.go.id/bisaid","Furniture","https://www.bi.go.id/bisaid/bisaid/Detail?pm=JptZE/DXTsFvWIKe0d3thA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Furniture","Usaha Utama  : Pembuatan Meubel","Produk Utama : Lemari Alumunium","Arifin Ahmad RT/RW  40555 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PEKANBARU Provinsi RIAU 

                                        Telp : - Fax : -","Perorangan","6","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 28,00 Juta","Rp. 300,00 Juta","25 %/Tahun","Rp. 0,00 Juta","Rp. 42,00 Juta","5"
"1622315705-4528","https://www.bi.go.id/bisaid","SARI RAHA","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Tlkky3mw5gDi/L1PHmtcTg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","SARI RAHA","Usaha Utama  : FUFU IKAN CAKALANG","Produk Utama : FUFU IKAN CAKALANG","KOMO  RT/RW  3/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TERNATE Provinsi MALUKU UTARA 

                                        Telp : TIDAK ADA  Fax : -","Perorangan","6","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 267,00 Juta","Rp. 295,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 250,00 Juta","5"
"1622316128-4662","https://www.bi.go.id/bisaid","Industri Tempe Subhan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=H04sV5ER+vUuVXpRKxzNag==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Industri Tempe Subhan","Usaha Utama  : Pengolahan Tempe","Produk Utama : Tempe","Cipinang Pulo Maja RT/RW  2/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 33,75 Juta","Rp. 133,92 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 20,00 Juta","4"
"1622314491-4143","https://www.bi.go.id/bisaid","Rika Rajutan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=08TFS6NeCJrLkvLhuJLovg==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Rika Rajutan","Usaha Utama  : Rajutan","Produk Utama : Rajutan Sepatu","Baong RT/RW  2/3/2020 

                                        Kelurahan - Kecamatan PANGKAL BALAM Kabupaten KOTA PANGKAL PINANG Provinsi KEPULAUAN BANGKA BELITUNG 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Rendah","Rp. 5,00 Juta","Rp. 45,36 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 150,00 Juta","3"
"1622316124-4661","https://www.bi.go.id/bisaid","Industri Tempe Rasijan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ug2/ddgDs7I1KzoSibiKbg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Industri Tempe Rasijan","Usaha Utama  : Pengolahan Tempe","Produk Utama : Tempe","Cipinang Pulo Maja RT/RW  8/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 661,50 Juta","Rp. 324,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 645,00 Juta","6"
"1622317644-5137","https://www.bi.go.id/bisaid","Depot Air Minum Samuel","https://www.bi.go.id/bisaid/bisaid/Detail?pm=U8qtIEp1oxdo3qPQ4hr08g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Depot Air Minum Samuel","Usaha Utama  : Depot Air Minum","Produk Utama : Air Minum","Wijaya Kusuma RT/RW  1/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 81248902823 Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 635,00 Juta","Rp. 348,00 Juta","20 %/Tahun","Rp. 9,00 Juta","Rp. 530,00 Juta","6"
"1622316367-4739","https://www.bi.go.id/bisaid","Arofah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=eHfjyzSpMq+/XG7F4aQOgA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Arofah","Usaha Utama  : Memproduksi Tepung Mocaf","Produk Utama : Tepung Mocaf (Modifikasi Casava Flour)","Jl. Bukit Kelapa Hijau II Blok BB, No.22 RT/RW  2/12/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : 024 76484260 Fax : -","Perorangan","3","Retail dan Distributor","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 226,27 Juta","Rp. 28,00 Juta","20 %/Tahun","Rp. 9,00 Juta","Rp. 233,00 Juta","6"
"1622315663-4516","https://www.bi.go.id/bisaid","Wahana Gypsum","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NRtbHwkKvoVRPV24HCEDeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Wahana Gypsum","Usaha Utama  : Produksi Gypsum","Produk Utama : Gypsum","Milono No. 24 RT/RW  49/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : 0542 441655 Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Rendah","Rp. 25,00 Juta","Rp. 50,00 Juta","5 %/Tahun","Rp. 6,00 Juta","Rp. 9,00 Juta","6"
"1622315743-4540","https://www.bi.go.id/bisaid","Toko Pakaian Heriana","https://www.bi.go.id/bisaid/bisaid/Detail?pm=nA+lyoCHDSejVILTxiagmg==&mp=fOhzApotY5QnAtxxXvjAfA==","Toko Pakaian Heriana","Usaha Utama  : Usaha Pakaian Jadi","Produk Utama : Pakaian Jadi","Anggrek, Pasar Natar RT/RW  7/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 812733555532 Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 52,00 Juta","Rp. 120,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 20,00 Juta","6"
"1622316266-4707","https://www.bi.go.id/bisaid","Bengkel Las Sunarto","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MzEDWTQ0Y43MC4ALZPtrbA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Bengkel Las Sunarto","Usaha Utama  : Pembuatan Pagar","Produk Utama : Pagar","Bugangan V 445 RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","5","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Rendah","Rp. 310,00 Juta","Rp. 250,00 Juta","80 %/Tahun","Rp. 10,00 Juta","Rp. 208,00 Juta","6"
"1622316646-4828","https://www.bi.go.id/bisaid","Bili Art Shop","https://www.bi.go.id/bisaid/bisaid/Detail?pm=A7YMCfDPsXvSER+Cec+UZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Bili Art Shop","Usaha Utama  : Pembuatan Souvenir Ukiran","Produk Utama : Souvenir Ukiran","Raya Cileunyi Cipacing RT/RW  40664 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","6","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 21,90 Juta","Rp. 102,00 Juta","13 %/Tahun","Rp. 10,00 Juta","Rp. 100,00 Juta","3"
"1622315804-4560","https://www.bi.go.id/bisaid","Super","https://www.bi.go.id/bisaid/bisaid/Detail?pm=B/bihPdPQm/i6eRA5bywdw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Super","Usaha Utama  : Pembuatan Kerupuk Rambak","Produk Utama : Kerupuk Rambak","Takan kidul  RT/RW  40548 

                                        Kelurahan - Kecamatan BANCAK Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","5","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Sedang","Rp. 39,50 Juta","Rp. 30,00 Juta","50 %/Tahun","Rp. 0,00 Juta","Rp. 20,00 Juta","7"
"1622316965-4928","https://www.bi.go.id/bisaid","Not Available","https://www.bi.go.id/bisaid/bisaid/Detail?pm=dsksMN0tjPAblgxdMaD36A==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Not Available","Usaha Utama  : Pembuatan Batu Bata","Produk Utama : Batu Bata","Pliken RT/RW  5/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANYUMAS Provinsi JAWA TENGAH 

                                        Telp : NOT AVAILABLE Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Tidak Ada   0,00 %","Rendah","Rp. 13,75 Juta","Rp. 96,00 Juta","50 %/Tahun","Rp. 5,00 Juta","Rp. 60,00 Juta","4"
"1622315733-4537","https://www.bi.go.id/bisaid","Gudang Bu Harti","https://www.bi.go.id/bisaid/bisaid/Detail?pm=f7LkmHqwujUCrKi0TEIjqw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622316559-4800","https://www.bi.go.id/bisaid","-","https://www.bi.go.id/bisaid/bisaid/Detail?pm=q1CaqFVEtJCt55ZEydRYMA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","-","Usaha Utama  : Pembuatan Batu Bata","Produk Utama : Batu Bata","Pembangunan I  RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","8","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 111,40 Juta","Rp. 176,00 Juta","15 %/Tahun","Rp. 5,00 Juta","Rp. 60,00 Juta","9"
"1622315380-4431","https://www.bi.go.id/bisaid","Wasiman","https://www.bi.go.id/bisaid/bisaid/Detail?pm=lLilTDw0OymTOfc1beSKIg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Wasiman","Usaha Utama  : Gula Merah","Produk Utama : -","Dsn Sindang Kerta RT/RW  38/12 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CIAMIS Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","1","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Sedang","Rp. 38,00 Juta","Rp. 26,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 26,00 Juta","7"
"1622317139-4982","https://www.bi.go.id/bisaid","Yuli Sutrisno","https://www.bi.go.id/bisaid/bisaid/Detail?pm=JAPETXJWjUL85F3kq8RQHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Yuli Sutrisno","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Bima No 37 RT/RW  40578 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 35,58 Juta","Rp. 100,80 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 90,00 Juta","5"
