URL,Nama,Kategori,Usaha Utama,Produk Utama,Provinsi,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset (Juta),Penjualan Rata-Rata (Juta/Tahun),Proyeksi Pertumbuhan Penjualan (%/Tahun),Kebutuhan Pembiayaan Kredit (Juta),Nilai Aset Jaminan Kredit (Juta),Jumlah Dokumen Persyaratan Kredit
https://www.bi.go.id/bisaid/bisaid/Detail?pm=uOnkcVq01om0o4Et6d4LQg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,ASRI FLORIST,"Pertanian, Kehutanan, Dan Perikanan",Bunga,-,Jawa timur,"Pasar Baru No.2 RT/RW  2/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA CILEGON Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,25.90,100.00,10,5.00,14.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=XENjH1A/A5nnRhWEb/6NkA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Usman Ali,"Pertanian, Kehutanan, Dan Perikanan",Pertanian Sayuran,"Bayam, Kangkung",Aceh,"SD 46 Lam Ara  RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDA ACEH Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,2.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,652.00,7.00,5,5.00,9.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=WnjV4glmm6M8vrcqE5anBA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Depot Kembang 3 Bersaudara,"Pertanian, Kehutanan, Dan Perikanan",Usaha Penjualan Tanaman,Bibit Mangga,Sumatera selatan,"Soekarno Hatta RT/RW  5/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PALEMBANG Provinsi SUMATERA SELATAN 

                                        Telp : 0 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Tinggi,634.00,400.00,30,4.50,33.00,8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=gaaE17syPOR5BFwsiavWHg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Kolam Mujaer Dotamana,"Pertanian, Kehutanan, Dan Perikanan",Kolam Mujaer Dotamana,"Ikan Mojaer, Ikan Lele",Kepulauan riau,"Raya Arah Bandara Sp Dotamana RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA B A T A M Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Rendah,0.00,0.00,0,10.00,100.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=8w+b8plnb1vWkpLmR9DhGw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Muhammad Irfan,"Pertanian, Kehutanan, Dan Perikanan",Budidaya Jamur,Jamur,Jawa timur,"Raya Krecek RT/RW  40612 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEDIRI Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,5.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %",Sedang,56.00,135.60,25,0.00,52.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=l3Q7DWVvvUYficaTYDTygw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,SUAMANO,"Pertanian, Kehutanan, Dan Perikanan",PERKEBUNAN,SAWIT,Aceh,"UJONG PADANG RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NAGAN RAYA Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   0,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   0,00 %",Tinggi,32.00,20.00,5,10.00,70.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=rFnsjtF80hQQp6aKenV18Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Roska Nahumury,"Pertanian, Kehutanan, Dan Perikanan",Pedagang Ikan,Ikan,Maluku,"Ir. Putuhena RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA AMBON Provinsi MALUKU 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,12.50,148.75,15,8.50,13.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=ti0OCb7VDoHagCCSrytCmQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Petani Kangkung Panijan,"Pertanian, Kehutanan, Dan Perikanan",Petani Kangkung,Kangkung,Bali,"Gang Joyoboyo No 40 RT/RW  15/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,19.00,15.00,0,5.00,10.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=VNthk4cA2FJbOIo2iuBJGg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Peternakan Itik,"Pertanian, Kehutanan, Dan Perikanan",Peternakan Itik,Itik,Sulawesi tengah,"Tagari Lonja RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PALU Provinsi SULAWESI TENGAH 

                                        Telp : 85241466549 Fax : -",Perorangan,4.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %",Rendah,44000000.00,266875000.00,30,10.00,0.00,1
https://www.bi.go.id/bisaid/bisaid/Detail?pm=PrMJTTmqR/vr+Q1JlhrXpg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Usaha Sagu,"Pertanian, Kehutanan, Dan Perikanan",Sagu,Sagu,Sulawesi tenggara,"Gersamata RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KONAWE SELATAN Provinsi SULAWESI TENGGARA 

                                        Telp : - Fax : -",Perorangan,3.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %",Rendah,106.80,18.00,100,3.00,100.00,2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=PkfKI5UErkBEkyizF7P8RQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Kebun Bengkoang Dan Kacang Panjang,"Pertanian, Kehutanan, Dan Perikanan",Bengkoang,Bengkoang,Jawa tengah,"Banjarsari RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANYUMAS Provinsi JAWA TENGAH 

                                        Telp : 89665510464 Fax : -",Perorangan,12.0,Distributor,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,13.00,402.00,2,8.00,10.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=SEreaHWFeQutwEa9KgX3yg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Darfit,"Pertanian, Kehutanan, Dan Perikanan",Kambing & Ayam,Kambing & Ayam,Aceh,"Dusun Merpati RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDA ACEH Provinsi ACEH 

                                        Telp : 81360888872 Fax : -",Perorangan,1.0,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,77.00,64.00,100,5.00,60.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=CA08PINKsin/6alrAeDstw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,CANDRA KIRANA,"Pertanian, Kehutanan, Dan Perikanan",Rumah Makan Ikan Bakar,Ikan Bakar,Banten,"Raya Sukadiri RT/RW  6/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,15.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Rendah,883.00,339.99,30,0.00,502.00,7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=efHz7DM6LaC3Wu3RwzXK2A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,BAROKAH,"Pertanian, Kehutanan, Dan Perikanan",Ternak Bebek,-,Banten,"KP.CIBINTAROK RT/RW  4/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PANDEGLANG Provinsi BANTEN 

                                        Telp : - Fax : -",Usaha Dagang (UD),4.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,23.50,18.00,30,10.00,30.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=/BzefVlB71q02CeKmRaB6Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,SALAMUN,"Pertanian, Kehutanan, Dan Perikanan",PERIKANAN,"LELE, NILA, GURAMI AIR TAWAR",Aceh,"PURWODADI RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NAGAN RAYA Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Rendah,117.00,26.00,10,10.00,90.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=7hWxUQ5kPmkI8kMsbzTn8Q==&mp=xI6rAeQkygTAn3Z625IGLg==,Petani Gambas,"Pertanian, Kehutanan, Dan Perikanan",Petani Gambas,Gambas,Kalimantan timur,"Propinsi RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,71.03,17.00,0,5.00,50.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=FolKfpxHEfpZDAeLROzpmA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Taruna Budaya-Ternak,"Pertanian, Kehutanan, Dan Perikanan",Ternak+jamur,Ternak+jamur,Jawa tengah,"N/A RT/RW  5/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJARNEGARA Provinsi JAWA TENGAH 

                                        Telp : 82135941099 Fax : -",Perorangan,30.0,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,4.25,53.00,5,6.00,10.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=vvWM2D9ZTqgocCietNUfRA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Nelayan Geliyudin,"Pertanian, Kehutanan, Dan Perikanan",Nelayan,Ikan Laut,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,91.00,24.00,20,2.00,90.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=rjoizvPnwBFrInEOmzGGCg==&mp=xI6rAeQkygTAn3Z625IGLg==,Amplang Blitar,"Pertanian, Kehutanan, Dan Perikanan",Amplang Blitar,Amplang,Bali,"Marsman Iswahyudi No 4 RT/RW  16/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,71.50,60.00,10,10.00,200.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=X7co7tw962rX09FYTGFZww==&mp=xI6rAeQkygTAn3Z625IGLg==,Ikan Lele,"Pertanian, Kehutanan, Dan Perikanan",Ikan Lele,Ikan Lele,Kalimantan timur,"Senaken RT/RW  11/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,372.50,70.00,0,10.00,350.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=ATWLW9gg7I2YZN79a2SyuA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Petani Padi Waspada,"Pertanian, Kehutanan, Dan Perikanan",Petani Padi,Padi,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,201.00,36.00,20,10.00,100.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=yUIKCvCgI6b8JJRvbjxA7g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Petani Padi Sadariang,"Pertanian, Kehutanan, Dan Perikanan",Petani Padi,Padi,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,2.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,201.00,15.00,20,8.00,200.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=IAwbU7dvnhY1J2/teMxdbg==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Budidaya Ikan,"Pertanian, Kehutanan, Dan Perikanan",Budidaya Ikan,"Ikan Mas, Nila, Dan Patin",Jawa barat,"Kp. Sampih  RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PURWAKARTA Provinsi JAWA BARAT 

                                        Telp : - Fax : -",Perorangan,1.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,237.00,384.00,0,0.00,216.00,1
https://www.bi.go.id/bisaid/bisaid/Detail?pm=vOVfMLXjTjcbmh3ffPBFhw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Petani Karet Daligolo,"Pertanian, Kehutanan, Dan Perikanan",Petani Karet,Karet,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,1.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,89.00,44.00,20,10.00,26.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=njS+IZ6rQKHrnpgIW+Kikg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Syafruddin,"Pertanian, Kehutanan, Dan Perikanan",Kebun Sawit,SAWIT,Aceh,"Ujong Padang RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NAGAN RAYA Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,3.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,75.00,26.00,10,10.00,90.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=W6YiTo9NvEwjt8FAbcRDtA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Ternak Itik,"Pertanian, Kehutanan, Dan Perikanan",Ternak Itik,Itik,Sumatera barat,"Koto Nan Tuo Barulak RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANAH DATAR Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Rendah,99.00,86.00,20,2.00,93.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=g3G9x84+GBPDUOPHriZ6eA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Petani Padi Sudi Hati,"Pertanian, Kehutanan, Dan Perikanan",Petani Padi,Padi,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,2.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,60.00,20.00,20,8.00,58.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=sUXZJvBOWnAVOXRVOIrknA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Petani Karet Risima Bali,"Pertanian, Kehutanan, Dan Perikanan",Petani Karet,Karet,Sumatera utara,"Ora Hili Fao RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,52.00,19.00,20,5.00,25.00,1
https://www.bi.go.id/bisaid/bisaid/Detail?pm=AmEx0CB0hY+Uy5isFYbSWA==&mp=xI6rAeQkygTAn3Z625IGLg==,Barokah Jaya,"Pertanian, Kehutanan, Dan Perikanan",Pengecer Kayu,Kayu,Bali,"Jl Letjend S Parman No 03 RT/RW  20/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,285.00,30.00,0,4.00,175.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=RlR/Krifi75XoGo535yyMA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Zulkifli,"Pertanian, Kehutanan, Dan Perikanan",Pertanian Sayuran,Kangkung,Aceh,"Rukoh, Lr.Lam Ara 2 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDA ACEH Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,3.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,5.00,1.00,5,10.00,75.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=DrepRHj0A58XglmL5scbrg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Wahyu Jamur,"Pertanian, Kehutanan, Dan Perikanan",Budidaya Jamur Merang,Bibit Jamur Merang,Jawa tengah,"Barengan RT/RW  7/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BOYOLALI Provinsi JAWA TENGAH 

                                        Telp : 85740787201 Fax : -",Perorangan,1.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %",Sedang,16250000.00,33.60,50,0.00,110.00,7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=+bFvf0HzsAWkh262rkGibg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Petani Padi Sarumaha,"Pertanian, Kehutanan, Dan Perikanan",Petani Padi,Padi,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,1.0,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,35.00,54.00,20,2.00,0.00,2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=NyjHUfLosfE2B2mpuiXOTA==&mp=xI6rAeQkygTAn3Z625IGLg==,Pengepul Ikan,"Pertanian, Kehutanan, Dan Perikanan",Pemborong Ikan,Ikan,Bali,"Imus Payau RT/RW  10/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,17.05,15.00,0,10.00,107.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=IuIxLSDbVgssd+jafBN6Fw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Juri Harsono,"Pertanian, Kehutanan, Dan Perikanan",Pakan Ternak,Pakan Ternak Sapi,Jawa timur,"Jl. Padangan RT/RW  40603 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEDIRI Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,5.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Rendah,135.70,456.00,10,10.00,0.00,-
https://www.bi.go.id/bisaid/bisaid/Detail?pm=TAy0GdHY6Y9B5qqhzvj4tQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Usaha Ayam Potong Hasanago,"Pertanian, Kehutanan, Dan Perikanan",Usaha Ayam Potong,Daging Ayam,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,112.00,50.00,20,10.00,123.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=nfW29lHUm+FcxRtIESDWBQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Petani Padi,"Pertanian, Kehutanan, Dan Perikanan",Petani Padi,Beras,Papua barat,"Sidey Baru RT/RW  / 

                                        Kelurahan SIDEY BARU Kecamatan SIDEY Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,54.72,27.00,0,0.00,107.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=XcEqGYSsNwnjoUaXJhGT3Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,PERTANIAN PADI/SAYUR MAYUR,"Pertanian, Kehutanan, Dan Perikanan",Tani,Padi,Banten,"Salam Sukamanah Saniniten RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PANDEGLANG Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,10.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,45.00,72.00,20,10.00,24.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=03qL+zcAgb0ndrWxV91oQA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Petani Padi & Peternak Babi,"Pertanian, Kehutanan, Dan Perikanan",Petani Padi,Padi,Sumatera utara,"Hili Geho RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -",Perorangan,15.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,156.00,75.00,20,6.00,158.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=AfNYg7CTVkdz/tDvdK0BbQ==&mp=fOhzApotY5QnAtxxXvjAfA==,KEBUN JERUK,"Pertanian, Kehutanan, Dan Perikanan",TANI JERUK,-,Aceh,"JALAN TAKENGON-BIREUEN RT/RW  00/00 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TENGAH Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,78200000.00,18000.00,100,0.00,78.00,0
https://www.bi.go.id/bisaid/bisaid/Detail?pm=2d8OKMngKcxnUGVhjGJqFg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Yusdar Hamid,"Pertanian, Kehutanan, Dan Perikanan",Soevenir,Hiasan Dinding,Aceh,"T. Lamgugob RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDA ACEH Provinsi ACEH 

                                        Telp : - Fax : -",Perorangan,3.0,Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,10.00,189.00,10,10.00,5.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=y0akt9aCRnBmq8kkdJfzsw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Yulita Surati,"Pertanian, Kehutanan, Dan Perikanan",Sambal Pecel,Sambal Pecel,Jawa timur,"Jl. Candi RT/RW  40666 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEDIRI Provinsi JAWA TIMUR 

                                        Telp : 85235871513 Fax : -",Perorangan,5.0,-,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,93.00,210.00,25,10.00,0.00,1
